"link href","picture src","common-text","common-text 2","common-text 3","common-text 4","common-text 5","common-text 6","common-text 7","common-text 8","common-text 9","common-text 10","common-text 11","common-text 12","common-text 13","common-text 14","common-text 15","common-text 17","common-text 19"
"https://auto.ria.com/uk/auto_bmw_x3_39609191.html","https://cdn3.riastatic.com/photosnew/auto/photo/_x3__635038443fx.jpg","Перевірений VIN","KA 0551 CH","BMW X3 2016","F25 (FL)  •  20d AT (190 к.с.) xDrive","22 500 $","· 996 525 грн","128 тис. км","Автомат","Дизель, 2 л","Київ","Доступний кредит","","BMW X3 (F25) 2016 р. / перша реєстрація - вересень 2016

Автомобіль у відмінному стані, повністю обслуговувався у офіційних дилерів.

• 2 власники
• Оригінальне лакофарбове покриття (без полірування)
• Рідні стекла
• Салон без ремонтів
• Авто зберігалося у підземному паркінгу
• З 2022 року заправка тільки на австрійських OMV та ESSO

Комплектація
• Повністю чорний екстер’єр
• Комбінований салон (шкіра/тканина, чорно-сірий)
• Лобове скло з функцією Klimakomfort

Додаткові опції
• Преміальна аудіосистема: процесор FISCHER Audiotec + сабвуфер з окремим підсилювачем
• Широкий центральний дисплей та контролер від X5
• Підсвітка нижньої частини передніх дверей
• Супутникова сигналізація Призрак

Технічний стан

На пробігу ~120 000 км було виконано:
• Заміну всіх гальмівних дисків і колодок
• Заміну подушок двигуна
• Заміну масла в трансмісії (передній, центральний і задній диференціали)
• Встановлена нова зимова гума Hankook i*cept evo3

Витрата пального
• 6 л / 100 км — при 110 км/год
• 7 л / 100 км — при 130 км/год

Додатково
• Комплект літніх коліс на чорних дисках
 Усі деталі — тільки по телефону!","3 години тому","","",""
"https://auto.ria.com/uk/auto_ford_c-max_39600582.html","https://cdn0.riastatic.com/photosnew/auto/photo/_c-max__634776740fx.jpg","Перевірений VIN","AC 7722 CH","Ford C-Max 2013","II покоління  •  2.0 PHEV CVT (180 к.с.)  •  Premium SEL","11 700 $","· 518 193 грн","160 тис. км","Автомат","Гібрид, 2 л","Луцьк","Готовий до перевірок","Доступний кредит","Сімейне, комфортне, економне авто. Повністю обслужене. Максимальна комплектація. 35 кілометрів проїжає на електриці далі в режимі гібрида. Середній розхід пального 2,5-3 літри. Два ключі. Зарядка в комлекті. Комплект літньої гуми додається. За дедалями телефонуйте.","3 години тому","","","Був в ДТП"
"https://auto.ria.com/uk/auto_jaguar_i-pace_39609169.html","https://cdn0.riastatic.com/photosnew/auto/photo/_i-pace__635034650fx.jpg","Перевірений VIN","CE 7007 YI","Jaguar I-Pace 2020","I покоління","27 989 $","· 1 239 633 грн","100 тис. км","Не вказано","Електро, 90 кВт-год","Чернівці (Чернівецька)","Вперше на AUTO.RIA","Готовий до перевірок","Jaguar I-Pace EV400
Комплектація:
- панорамний дах
- безключовий доступ
- адаптивний круїз та система руху в заторах
- лобове з антибліком та підігрівом
- електро привід багажника 
- передній електро пакет
- підігріви всіх сидінь   
- підігрів керма 
- топові фари автодальній вирізання
- датчики сліпих зон 
- камери 360
- паяті положення передні сидінь
- авто парковка 
- проекція на лобове скло 
- топова акустика 
Авто у відміному стані жодних зауважень немає все працює
Один косметичний окрас задньої лівої двері
У власності більше 2 років 
Реально проїжає 450 км по трасі 
Батарея у відміному стані заряджалась тільки повільним зарядним пристроєм.
Два ключі сервісна історія.","3 години тому","Доступний кредит","",""
"https://auto.ria.com/uk/auto_vaz-lada_2115-samara_39609190.html","https://cdn1.riastatic.com/photosnew/auto/photo/_2115-samara__635038011fx.jpg","Перевірений VIN","","ВАЗ / Lada 2115 Samara 2011","I покоління  •  21154 1.6i MT (81 к.с.)","3 500 $","· 155 015 грн","85 тис. км","Ручна / Механіка","Бензин, 1.6 л","Золотоноша","Доступний кредит","Торг","Продам авто в хорошому стані

Авто технічно справне, вкладень не потребує
Двигун працює рівно, не димить, масло не бере
Ходова зроблена, нічого не стукає
Кузов в нормальному стані, без критичних нюансів
Салон чистий, не прокурений
Всі питання по телефону","3 години тому","","",""
"https://auto.ria.com/uk/auto_nissan_leaf_38844503.html","https://cdn2.riastatic.com/photosnew/auto/photo/_leaf__613998822fx.jpg","Перевірений VIN","BK 1424 ZA","Nissan Leaf 2023","II покоління (FL)  •  62 kWh (214 к.с)  •  N-Connecta","22 999 $","· 1 018 626 грн","2 тис. км","402 км","Електро, 62 кВт-год","Рівне (Рівненська)","Готовий до перевірок","Доступний кредит","Комплектація: SV PLUS Автомобіль у відмінному стані,
Авто купував особисто для себе. Було мінімальне пошкодження. Див. Фото.
Пробіг оригінальний,
Нульові витрати на паливо, недороге обслуговування та екологічна чистота — ідеальний вибір для тих, хто цінує комфорт і сучасні технології.
Комплектація SV PLUS 62 кВт·год, батарея 100% – запас ходу 400 км+
SV PLUS включає:
• ProPILOT Assist – адаптивний круїз-контроль з утриманням у смузі
• Автоматичне екстрене гальмування з виявленням пішоходів
• Система моніторингу сліпих зон та попередження про рух ззаду
• Apple CarPlay / Android Auto, 8-дюймовий сенсорний дисплей
• Навігація NissanConnect з онлайн-сервісами
• Камера 360° та парктроніки
• Двозонний клімат-контроль
• Безключовий доступ і кнопка старт/стоп
• Підігрів сидінь та керма (передні сидіння)
• Легкосплавні диски 17”
• LED-оптика (фари, денні ходові вогні, задні ліхтарі)
• Шкіряне мультикермо з регулюванням
• USB-роз'єми та Bluetooth для мультимедіа
• Система e-Pedal – можливість їздити майже без використання гальма (управління однією педаллю). Відпускаєш педаль? вмикається рекуперативне гальмування (двигун починає гальмувати і одночасно підзаряджати батарею).
Автомобіль зберігається в гаражі.","3 години тому","","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_citroen_c5_35388129.html","https://cdn2.riastatic.com/photosnew/auto/photo/_c5__519186657fx.jpg","Перевірений VIN","","Citroen C5 2001","I покоління","3 700 $","· 163 873 грн","250 тис. км","Автомат","Дизель, 2.18 л","Львів (Львівська)","Є звіт по VIN","Доступний кредит","ДУЖЕ ХОРОШИЙ СТАН!!! МАКСИМАЛЬНА КОМПЛЕКТАЦІЯ!!! ДВИГУН ТА КОРОБКА ПРАЦЮЮТЬ ІДЕАЛЬНО!!!! САЛОН ТА КУЗОВ ДУЖЕ ЗБЕРЕЖЕНІ!!! ПНЕВМО ПРАЦЮЄ ІДЕАЛЬНО!!! ХОРОША РЕЗИНА!!! АВТОМОБІЛЬ ОБСЛУЖЕНИЙ ТА НЕ ПОТРЕБУЄ ВКЛАДЕНЬ!!!!","3 години тому","Торг","",""
"https://auto.ria.com/uk/auto_fiat_doblo-panorama_39609152.html","https://cdn3.riastatic.com/photosnew/auto/photo/_doblo-panorama__635035463fx.jpg","Перевірений VIN","","Fiat Doblo Panorama 2019","III покоління  •  1.6D МТ (120 к.с.)  •  Easy","27 000 $","· 1 195 830 грн","221 тис. км","Ручна / Механіка","Дизель, 1.6 л","Мамаївці","Доступний кредит","Торг","Продаємо наш сімейний автомобіль в ідеальному стані. Повна комплектація. Пригнаний з Німеччини рік назад для потреби є ще пандус для перевезення людей з каляскою. Фото додаю останні це як тільки купили, зараз зняли бо немає потреби. Деталі по телефону","3 години тому","","",""
"https://auto.ria.com/uk/auto_vaz-lada_1117-kalina_39609177.html","https://cdn1.riastatic.com/photosnew/auto/photo/_1117-kalina__635037101fx.jpg","","","ВАЗ / Lada 1117 Калина 2012","I поколiння  •  11174 1.4 MT (89 к.с.)","2 550 $","· 112 940 грн","125 тис. км","Ручна / Механіка","Газ/Бензин, 1.39 л","Кролевець","Готовий до перевірок","Торг","Авто в дуже гарному стані,без вкладень,поміняне все від акумулятора до глушника всі ремені,ролики,мастила і так далі
Авто повністю обезшумлене","3 години тому","Обмін","",""
"https://auto.ria.com/uk/auto_jeep_compass_39609185.html","https://cdn3.riastatic.com/photosnew/auto/photo/_compass__635038233fx.jpg","Перевірений VIN","KP 7272 AB","Jeep Compass 2014","I покоління (2nd FL)/MK","10 500 $","· 465 045 грн","220 тис. км","Автомат","Бензин, 2.36 л","Запоріжжя","Доступний кредит","","Ідеальний стан, будь-які перевірки, без нюансів машина.
2.4 атмо, коробка автомат, повний привід.
З документами повний порядок.
Автомобіль можна подивитися з 9-19 за адресою ТЦ ""Амстор"" Чарівна 74.","3 години тому","","","Був в ДТП"
"https://auto.ria.com/uk/auto_volvo_xc90_39609183.html","https://cdn0.riastatic.com/photosnew/auto/photo/_xc90__635038620fx.jpg","Перевірений VIN","KA 4308 PA","Volvo XC90 2017","II покоління  •  2.0 AT (250 к.с.) AWD 7s  •  Momentum","26 000 $","· 1 151 540 грн","137 тис. км","Автомат","Бензин, 1.97 л","Київ","Готовий до перевірок","Доступний кредит","","3 години тому","Торг","","Був в ДТП"
"https://auto.ria.com/uk/auto_kia_soul-ev_39609182.html","https://cdn3.riastatic.com/photosnew/auto/photo/_soul-ev__635035803fx.jpg","","","Kia Soul EV 2018","I покоління (FL)  •  33 kWh (110 к.с.)","10 900 $","· 482 761 грн","117 тис. км","300 км","Електро, 33 кВт-год","Кам'янець-Подільський","Доступний кредит","Торг","Свіжо пригнаний автомобіль з Європи!!! 
Сама максимальна комплектація!!!
Топовий колір!!!
Авто в рідній фарбі,салон як новий,ходова без проблем!!!
Здоровʼя акумулятора(SOH)-111%
Тепловий насос працює без зауважень!!!
Авто не потребує вкладень!!!
Торг біля авто!!!","3 години тому","","",""
"https://auto.ria.com/uk/auto_opel_meriva_39292896.html","https://cdn3.riastatic.com/photosnew/auto/photo/_meriva__626165738fx.jpg","Перевірений VIN","BX 2914 HP","Opel Meriva 2003","I покоління/A  •  1.8i AT (125 к.с.)  •  Base","3 100 $","· 137 299 грн","248 тис. км","Ручна / Механіка","Бензин, 1.8 л","Шепетівка","Доступний кредит","","Автомобіль їде чудово, стоїть зимова гума, і літня теж є, по авто робилося: міняли недавно ремень грм, доросельну заслінку промивали, промивали форсунки, бензиновий фільтр міняли, супорта, колодки, масло мінялось 5тис тому шрутци мінялись, на обох сторонах одночасно, міняли гофру, на авто не жаліли кошти, обслуговувалось так як має бути
Причина продажу, хочу більше авто
Показ авто на місці, без виїзду в інші області, чи міста","3 години тому","","",""
"https://auto.ria.com/uk/auto_hyundai_ioniq_39456340.html","https://cdn4.riastatic.com/photosnew/auto/photo/_ioniq__630691859fx.jpg","Перевірений VIN","","Hyundai Ioniq 2020","I покоління (FL)  •  38.3 kWh (136 к.с.)  •  Premium","17 899 $","· 792 747 грн","55 тис. км","290 км","Електро, 38.3 кВт-год","Суми","Готовий до перевірок","Доступний кредит","Hyundai IONIQ Electric 2020 року випуску в максимальній комплектації Premium. Оригінальний пробіг 55 тис. км. Електромобіль у відмінному стані, повністю обслужений, вкладень не потребує.

Батарея 38 кВт·год, економний та надійний у щоденному користуванні. Комфортний як для міста, так і для поїздок за місто.

Комплектація:
клімат-контроль, круїз-контроль, камера заднього виду, передні та задні парктроніки, підігрів сидінь і керма, мультимедійна система з сенсорним екраном, безключовий доступ, кнопка Start/Stop, повний пакет систем безпеки.

Чистий доглянутий салон. Реальний пробіг. Готовий до будь-яких перевірок.","3 години тому","Торг","","Був в ДТП"
"https://auto.ria.com/uk/auto_chevrolet_bolt-ev_39462604.html","https://cdn1.riastatic.com/photosnew/auto/photo/_bolt-ev__630858646fx.jpg","Перевірений VIN","AX 4018 ZA","Chevrolet Bolt EV 2020","І покоління","16 200 $","· 717 498 грн","25 тис. км","Не вказано","Електро","Харків","Доступний кредит","","Продам автомобіль у відмінному стані. Куплений із невеликим пошкодженням. Крило і двері куплені в колір кузова, фара виявилася цілою, з мінімальним пробігом, у максимальній комплектації Primier, з цілою безпекою. Автомобіль тонований дорогою плівкою, куплено другий комплект гумових килимків, куплено нову зимову гуму.
Батарея 66 квт. Заряд батареї вистачає на 450-540 км ходу. Куплений новий зарядний пристрій для заряджання в домашніх умовах від звичайної зарядки! Динамічний, просторий, економічний варіант для міста та не тільки!

-Круговий огляд (5 камер), - підігрів сидінь, - підігрів керма, - шкіряний салон, - неонове підсвічування салону. Хто хоче їздити за копійки – це саме те, що потрібно! Пробіг 25 тис.км. Продаж пов'язаний з придбанням нового автомобіля, а саме Chevrolet Ekvinoks EV. Стан нового автомобіля! Усім миру та добра!","3 години тому","","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_tesla_model-x_39609157.html","https://cdn4.riastatic.com/photosnew/auto/photo/_model-x__635037324fx.jpg","Перевірений VIN","AB 2752 YB","Tesla Model X 2018","І покоління  •  75D 75 kWh Dual Motor (333 к.с.) AWD","19 500 $","· 863 655 грн","153 тис. км","Не вказано","Електро, 75 кВт-год","Вінниця","Вперше на AUTO.RIA","Доступний кредит","Рейстайлінгова версія Tesla model X75D. Пневмо підвіска (5 рівнів висоти). Повний привід. Процесор Intel. Встановлено та активовано sim карту - LTE постійно працює. Сертифікати цілі, машина оновлюється, додаток працює. Активна Навігація України. Автомобіль в чудовому стані. Не потребує ніяких вкладень. Втрата батареї всього 10%. При повному заряді реальний пробіг до 350 км. Купувався з незначним пошкодженням, були замінені дві двері на оригінальні в колір та подушки безпеки (не реставровані – замінені на оригінальні!), поріг та бічна стійка абсолютно цілі. Повна історія автомобіля. Карфакс. Всі фото з аукціону, портів доставки, ремонту. Автопілот –самостійно керує автомобілем в дорозі, припарковує та виїжджає з парковки. Круїз контроль з активним Дистроніком та функцією автоматичного гальмування. Full LED фари. Датчик світла. Датчик дощу. Система утримання у смузі. Система екстреного гальмування. Система розпізнавання дорожніх знаків та світлофорів. Безключовий доступ. Панорамний дах. Стеля алькантара. Ел. привід кришки багажника. Оздоблення салону карбоном. AutoHold. Підігрів сідушок. Двосторонній клімат-котнтроль. 8 Камер безпеки. Амбієнт підсвітка всього салону. Система пошуку вільного місця при паркуванні. Передні, задні та бокові датчики паркування + функція автоматичного паркування. Перевірка на будь-якому сто. Доставка по Україні за домовленістю.","3 години тому","","",""
"https://auto.ria.com/uk/auto_lexus_gx_39021351.html","https://cdn3.riastatic.com/photosnew/auto/photo/_gx__618643793fx.jpg","Перевірений VIN","BM 9909 BX","Lexus GX 2007","I покоління/UZJ120 (FL)  •  470 AT (270 к.с.) AWD  •  Base","15 499 $","· 686 451 грн","367 тис. км","Автомат","Бензин","Суми","Готовий до перевірок","Доступний кредит","Продам авто в гарному стані. По техніці і пневмо без нарікань. Все працю , як має бути. По лакофарбововому покриттю є незначні підкраси. Рама нормальна. Стоїть газ BRC. Можливий гарний торг. По пропозиціях не пишіть- краще наберіть поговоримо.","3 години тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_bmw_5-series_39544960.html","https://cdn2.riastatic.com/photosnew/auto/photo/_5-series__633151477fx.jpg","Перевірений VIN","CE 0198 EM","BMW 5 Series 2004","","6 950 $","· 307 816 грн","220 тис. км","Ручна / Механіка","Бензин, 2.2 л","Чернівці (Чернівецька)","Готовий до перевірок","Доступний кредит","Машинка доглянута в хорошому стані, питань не має, продаю через те що закордоном, в рідному окрасі, по мотору та коробці питань немає, як і по кузові, поставив проставки на зад, майбутній власник буде задоволений, по ходова супер, реальному покупцю торг, звязатись можна або тут в повідомлення або за номером у ватсап або телеграм","3 години тому","Торг","",""
"https://auto.ria.com/uk/auto_renault_megane_39609134.html","https://cdn3.riastatic.com/photosnew/auto/photo/_megane__635037133fx.jpg","Перевірений VIN","","Renault Megane 2005","II покоління","5 000 $","· 221 450 грн","230 тис. км","Не вказано","Не вказано","Слов'янськ","Доступний кредит","","","3 години тому","","",""
"https://auto.ria.com/uk/auto_volkswagen_atlas_39589215.html","https://cdn1.riastatic.com/photosnew/auto/photo/_atlas__634433591fx.jpg","🔥 Пропозиція дня","Перевірений дилер","ТОП 18","Volkswagen Atlas 2017","I покоління  •  3.6 AT (280 к.с.) 4Motion","20 990 $","· 929 647 грн","207 тис. км","Автомат","Бензин","Київ","Авто для сімейної людини, на якій комфортно їздити, як в місті так і на бездоріжжі. 
Можливий обмін, кредитування та оплата частинами. 

Технічні характеристики

— Рік випуску: 2017
— Двигун: 3.6 FSI V6 бензин
— Потужність: 276 к.с.
— Крутний момент: 361 Нм
— Коробка передач: 8-ступенева автоматична
— Привід: повний 4Motion
— Кількість місць: 7
— Незалежна підвіска
— Електропідсилювач керма

Комплектація
Комфорт

— 7 місць (три ряди сидінь)
— Тканиний салон
— Електрорегулювання передніх сидінь
— Кондиціонер
— Запуск двигуна кнопкою Start/Stop
— Електропривід кришки багажника
— Круїз-контроль
— Електросклопідйомники

Інтер?єр

— Шкіряне мультифункціональне кермо
— Регулювання керма по висоті та вильоту
— Центральний підлокітник
— Цифровий дисплей бортового комп?ютера
— Підстаканники
— Освітлення салону
— Складання задніх сидінь 60/40
— Просторий багажний відсік

Мультимедіа

— Мультимедійна система Volkswagen Composition Media
— Сенсорний дисплей
— Apple CarPlay
— Android Auto
— Bluetooth
— USB підключення
— AUX
— Аудіосистема з декількома динаміками
— Керування мультимедіа на кермі

Безпека

— Камера заднього виду
— Система попередження про зіткнення
— Автоматичне екстрене гальмування
— Контроль тиску в шинах
— Система стабілізації ESP
— ABS
— Бічні та фронтальні подушки безпеки
— Шторки безпеки
— Кріплення ISOFIX

Екстер?єр

— Легкосплавні диски
— LED денні ходові вогні
— Світлодіодні задні ліхтарі
— Рейлінги на даху
— Тоновані задні вікна
— Хромовані елементи кузова
— Протитуманні фари
— Дзеркала з електрорегулюванням та підігрівом","","","","",""
"https://auto.ria.com/uk/auto_bmw_3-series_39609179.html","https://cdn1.riastatic.com/photosnew/auto/photo/_3-series__635038286fx.jpg","Перевірений VIN","","BMW 3 Series 2013","F30  •  335i AT (306 к.с.)  •  Base","14 950 $","· 662 136 грн","220 тис. км","Автомат","Бензин, 2.98 л","Київ","Доступний кредит","","BMW 3 2013 року, 3.0 бензин, автомат, задній привід, 220т.км 
Стильний та динамічний седан, який поєднує комфорт, керованість і справжній драйв від BMW. Автомобіль оснащений потужним 3.0-літровим бензиновим двигуном (306 к.с.)
Комплектація:клімат контроль, круїз контроль, датчик світла, датчик дощу, мертві зони , утримання смуги, запобігання зіткнення, підігрів сидінь, мульти керомо, акустика Harman Kardon, камера заднього огляду, та інше.","3 години тому","","","Був в ДТП"
"https://auto.ria.com/uk/auto_volkswagen_touareg_39609173.html","https://cdn3.riastatic.com/photosnew/auto/photo/_touareg__635035743fx.jpg","Перевірений VIN","","Volkswagen Touareg 2015","II покоління (FL)  •  3.0 TDI АТ (245 к.с.) 4Motion","26 900 $","· 1 191 401 грн","194 тис. км","Автомат","Дизель, 2.97 л","Київ","Доступний кредит","Торг","3.0 Дизель,не бита,Пневмо,замінений ГРМ
топ комплектація,на червоній шкірі з чорною стелею.гаражне зберігання,штатне вебасто
Машина повністю обслужена","3 години тому","","",""
"https://auto.ria.com/uk/auto_nissan_sunny_39609142.html","https://cdn4.riastatic.com/photosnew/auto/photo/_sunny__635037674fx.jpg","","","Nissan Sunny 1991","VII покоління  •  1.4 AT (75 к.с.)  •  Base","900 $","· 39 861 грн","300 тис. км","Ручна / Механіка","Не вказано","Рівне (Рівненська)","Торг","Обмін","на впевненом ходу,більш по телефону.","3 години тому","","",""
"https://auto.ria.com/uk/auto_vaz-lada_2110_39609175.html","https://cdn1.riastatic.com/photosnew/auto/photo/_2110__635038311fx.jpg","Перевірений VIN","DI 3616 IT","ВАЗ / Lada 2110 2006","I поколiння (FL)","2 000 $","· 88 580 грн","200 тис. км","Ручна / Механіка","Газ/Бензин, 1.6 л","Дніпро (Дніпропетровськ)","Доступний кредит","Обмін","Потребує часткового зварювання днища! Технічно все в робочому стані.","3 години тому","","",""
"https://auto.ria.com/uk/auto_opel_vivaro_39609104.html","https://cdn0.riastatic.com/photosnew/auto/photo/_vivaro__635036980fx.jpg","Перевірений VIN","BA 9356 AX","Opel Vivaro 2004","","6 500 $","· 287 885 грн","506 тис. км","Ручна / Механіка","Дизель, 1.9 л","Кропивницький (Кіровоград)","Вперше на AUTO.RIA","Доступний кредит","На повному ходу","3 години тому","","",""
"https://auto.ria.com/uk/auto_bmw_5-series_39609171.html","https://cdn0.riastatic.com/photosnew/auto/photo/_5-series__635037740fx.jpg","Перевірений VIN","","BMW 5 Series 2018","G30  •  520d EfficientDynamics Edition АT (190 к.с.)  •  Luxury Line","29 000 $","· 1 284 410 грн","165 тис. км","Автомат","Дизель, 2 л","Суми","Готовий до перевірок","Доступний кредит","Продам власне авто. У відмінному технічному та візуальному стані.  
Рідний пробіг 165 тис. км. Авто в рідній фарбі (окрім заднього лівого крила, косметичний окрас)).
Має повне каско та повне каско на військові ризики. Два комплекти коліс з гумою (на оригінальних дисках). Зроблено повна русифікація авто, та завантажені найновіші оновлення системи, карти України та Європи.
Авто повністю обслужене, зроблено велике ТО: замінено фільтра, масла, тормозні диски, колодки, датчики зносу гальмівних колодок, муфта, задні ричаги.
Дуже багата комплектація: 
- Шкіряний салон Nappa
- Комфортні сидіння коньячного кольору з ламаними спинками та вентиляцією 
- Підігрів усіх сидінь 
- адаптивні LED фари з вирізанням авто та пішоходів 
- Проекція на лобове скло
- Безключовий доступ 
- Парктроніки спереду та ззаду + камера заднього виду
- Підігрів керма
- Датчики сліпих зон 
- Автопаркування 
- Автозатемнення дзеркал 
- Розпізнавання дорожніх знаків
- Система екстреного гальмування 
- Адаптивний круїз-контроль
- Підсвітка салону Ambient Light
- Навігація, Bluetooth, USB, бездротовий Apple CarPlay та Android Auto
- Оригінальний передній та задній відеореєстратор
- Люк","3 години тому","Обмін","",""
"https://auto.ria.com/uk/auto_bmw_5-series_39609164.html","https://cdn2.riastatic.com/photosnew/auto/photo/_5-series__635036962fx.jpg","Перевірений дилер","","BMW 5 Series 2018","G30  •  530i Steptronic (252 к.с.) xDrive  •  Sport Line","17 600 $","· 779 504 грн","177 тис. км","Автомат","Бензин, 2 л","Стрий","Готовий до перевірок","Доставка у ваше місто","Автомобіль в Україні. Розмитнений. 1 ключ. Заводиться та їде. Договір купівлі продаж. Має хорошу комплектацію. Проекція. Керування жестами. Чорний потолок. Люк. 18 диски. Підігрів руля. Підігрів сидінь. Підсвітки салону та багато іншого. 
Всі питання по телефону!!","3 години тому","Доступний кредит","","Був в ДТП"
"https://auto.ria.com/uk/auto_volkswagen_golf_39524662.html","https://cdn4.riastatic.com/photosnew/auto/photo/_golf__635037534fx.jpg","Перевірений VIN","BO 3821 EA","Volkswagen Golf 2006","V покоління/Typ 1K  •  1.4 МТ (80 к.с.)  •  Goal","4 950 $","· 219 236 грн","148 тис. км","Ручна / Механіка","Бензин, 1.4 л","Дрогобич","Доступний кредит","Торг","Volkswagen Golf 5 покоління в комплектації GOAL"" , яка в себе включає:
- Фірмовий салон з червоною стрічкою
- Підгріви сидінь
- 2-х зонний клімат-контроль
- Омивачі фар
- Противотуманні фари
- Парктронік
- Поліпшена аудіосистема

Відсутні будь-які пошкодження чи дефекти по кузову, має заводьске фарбування.
Салон захищенний чохлами, але під ними салон в новому стані (стеля та дверні карти чисті та не висять, кермо без дефектів). Усе скло ціле без тріщин та сколів, оригінальне до року. Встановлена нова зимова гума.
Ходова та технічна частина не потребує уваги. Механічна 5-ти ступнева коробка в поєднанні з простим атмосферним двигуном 1,4 MPI (економічна по витраті палива місто до 7л. , за містом - 5л. / Двигун невибагливий та недорогий в обслуговуванні). ТО було пройдено 4 т. км назад, комплект ГРМ замінений на 123800 км.
Має дійсний страховий поліс, повний аварійний комплект.","3 години тому","","",""
"https://auto.ria.com/uk/auto_mitsubishi_asx_39307842.html","https://cdn2.riastatic.com/photosnew/auto/photo/_asx__626579462fx.jpg","Перевірений VIN","","Mitsubishi ASX 2021","II покоління  •  2.0 CVT (150 к.с.) 4WD  •  Instyle","20 500 $","· 907 945 грн","26 тис. км","Варіатор","Бензин, 2 л","Хмельницький","Готовий до перевірок","Доступний кредит","Офіційний автомобіль в стані нового. Весь в рідній фарбі, в максимальній комплектації, на повному приводі, та з пробігом 26т.км
Автомобіль на гарантії 3міс. або 5000км пробігу","3 години тому","","",""
"https://auto.ria.com/uk/auto_volkswagen_passat_39315671.html","https://cdn1.riastatic.com/photosnew/auto/photo/_passat__631931531fx.jpg","Перевірений VIN","KA 4039 HO","Volkswagen Passat 2012","B7  •  2.0TDI DSG (140 к.с.)  •  Highline","10 600 $","· 469 474 грн","266 тис. км","Автомат","Дизель, 2 л","Київ","Готовий до перевірок","Доступний кредит","АВТОМАЙДАНЧИКАМ НЕ ТУРБУВАТИ !!!

Продам Надійний, Економний, сімейний та доглянутий Volkswagen Passat B-7 у відмінному стані! 

Кузов рівний, без ДТП та корозії •
Екологія на місці!!!
Встановлено новий акумулятор, також замінено світло фар на Led ближній, дальній.

✅ Стан автомобіля: • Технічно та візуально  в дуже доброму стані 
• Ходова обслужена — нічого не стукає, не гримить • Турбіна — не димить, працює впевнено 
• ⚙️ Надійний та повністю обслужений двигун.
• Коробка DSG6 DQ250 — одна з найнадійніших, працює без зауважень…","3 години тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_bmw_3-series_39137155.html","https://cdn3.riastatic.com/photosnew/auto/photo/_3-series__621827253fx.jpg","Перевірений VIN","AO 7617 IC","BMW 3 Series 2013","F31","11 000 $","· 487 190 грн","308 тис. км","Автомат","Дизель, 2 л","Ужгород","Доступний кредит","Торг","Продам BMW 320 2.0 дизель,коробка автомат,2013 рік
Машина в хорошому стані,масла не бере,екологія на місці,2 комплекта резини 
Ціна 11000$+ торг","3 години тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_mercedes-benz_e-class_39506783.html","https://cdn4.riastatic.com/photosnew/auto/photo/_e-class__635036664fx.jpg","Перевірений VIN","BI 8506 II","Mercedes-Benz E-Class 2012","W212","9 200 $","· 407 468 грн","358 тис. км","Автомат","Газ/Бензин, 1.8 л","Полтава","Доступний кредит","","Продам хорошого мерина 212 кузов. Мотор 1,8 компресор газ 4 покоління, кузов у хорошому стані, технічно машинка хороша, мотор КПП без питань, в ходу тиха комфортна, по ходовій питань немає, салон у хорошому доглянутому стані, машинка на хорошій комплектації і все працює, документально порядок, дивитися машину в місті Полтава, решту цікавих деталей по телефону, якщо немає зв'язку телефонуйте на вайбер, всім миру і добра.","3 години тому","","",""
"https://auto.ria.com/uk/auto_renault_megane_39609168.html","https://cdn2.riastatic.com/photosnew/auto/photo/_megane__635036862fx.jpg","Перевірений VIN","","Renault Megane 2019","IV покоління  •  1.5D AТ (110 к.с.)  •  Zen","15 400 $","· 682 066 грн","119 тис. км","Робот","Дизель, 1.46 л","Київ","Готовий до перевірок","Доступний кредит","Продаю свій автомобіль, комплектація ZEN+, парктроніки спереду і ззаді.
Дорога сигналізація Treeum.
Металевий захист піддону, частково поклеєна плівка. Пробіг оригінальний, є сервісна книжка.
 Стан дуже гарний","3 години тому","","",""
"https://auto.ria.com/uk/auto_nissan_note_39480763.html","https://cdn3.riastatic.com/photosnew/auto/photo/_note__631379228fx.jpg","Перевірений дилер","AE 2703 HI","Nissan Note 2013","II покоління","4 999 $","· 221 406 грн","295 тис. км","Ручна / Механіка","Газ/Бензин, 1.4 л","Дніпро (Дніпропетровськ)","Готовий до перевірок","Доступний кредит","Компактний сімейний автомобіль,відомий своєю практичністю та надійністю.Комплектація: центральний замок, кондиціонер, підігрів сидінь, 2 ключі, акустика, aux. 

Авто заслуговує Вашої уваги!
Телефонуйте відповімо на всі запитання.
Приїжджайте на ТЕСТ-ДРАЙВ
Можливий обмін за програмою Трейд-ін
Також можлива покупка авто на виплат, аванс від 900$ термін до 5 років.","3 години тому","Торг","Тільки на AUTO.RIA",""
